oof_Q1,oof_Q2,oof_Q3,oof_S1,oof_S2,oof_S3,oof_S4
0.07519043427910248,0.5619879718879973,0.4631862625796794,0.3432873689405118,0.41127936703802226,0.6105399702878448,0.431999066752386
0.4093685500788916,0.3353979304078384,0.4223613709360482,0.4634331537258004,0.3848758599420714,0.7970373542498268,0.37327282610867435
0.4966336804646963,0.30048819483859485,0.5331218970319498,0.7405376851816403,0.7677387031532829,0.8391407337915613,0.6302739653338839
0.7477117160735156,0.3912452674812823,0.6284849261401467,0.8159243499258069,0.6763172322164436,0.7871025064494162,0.503829638401708
0.3760611382002374,0.3975575150297613,0.7255215615101376,0.39957397322718063,0.5935116927516829,0.74080720066006,0.49058625583639526
0.277470349089345,0.42587749588843654,0.5941698642664828,0.5630032239657696,0.6425916371542668,0.8826057298670483,0.5999209358814827
0.3689289793936968,0.5416828018268878,0.6347290532615404,0.5640931881657343,0.7119095056637219,0.8001336191202446,0.6405188767648937
0.2590869961235227,0.4854270051112618,0.4960432135050664,0.6302783123265321,0.7540832097075283,0.9104653226575297,0.448431722805023
0.42452097173835535,0.699610068344283,0.6033196758597243,0.6666264065981277,0.5931909815508724,0.8098431478799833,0.5898403643388036
0.5600288183686258,0.3778858127869516,0.5801024831986337,0.7801848452227844,0.6857102730482303,0.8136820255048833,0.5737676784034479
0.671491117947056,0.618335183598907,0.6722260540787469,0.7696063909216826,0.6552293668524494,0.8449786217654397,0.5777568163986112
0.5004289260550261,0.695151845287134,0.7901479146873309,0.622275474201103,0.6619510818179997,0.8564449673550184,0.5592393073327556
0.30726822534578785,0.6173971708429837,0.7510934265964759,0.5186994221458424,0.5475047078990234,0.7426834604086215,0.4469595245982257
0.4957719326485693,0.5015284204449646,0.6583542827013068,0.6900195800914835,0.6444052014174196,0.7895618000154312,0.6009170708400577
0.630590623600902,0.5919551281318223,0.6500133248458222,0.7000779546259854,0.7175427462062994,0.8284344810588388,0.5231194666718885
0.3063446425349574,0.5764533674433848,0.5868159052989544,0.6373608281740841,0.6906257054978124,0.7891001514838004,0.6269740514133997
0.8190243882610156,0.6168332211691638,0.7184687835575615,0.8555793048371119,0.6955383607944152,0.6601401946940314,0.5062600110461031
0.38633611703054377,0.7259565234500102,0.8166564982488418,0.5339032435876194,0.691029572570981,0.88122995958521,0.7319622444138565
0.3373842836872711,0.5245456913599587,0.60499874424237,0.6406145333119821,0.5911534837029682,0.844260451283331,0.6150365044653581
0.2850090609027138,0.43776207642600523,0.6150568959148647,0.47453017505965966,0.5825255125534075,0.787430580926125,0.5084418233119745
0.4309794762924051,0.5981979645237152,0.657103536897126,0.6877446821253659,0.6485469450247043,0.8554052183875693,0.5049242184001093
0.3851571317773514,0.784370025284266,0.612462165472247,0.5982770250762622,0.6543548584241078,0.840202773173529,0.6039570632078645
0.33184195368584124,0.8102403985551541,0.7927907118058392,0.6222495116437332,0.7688343694773052,0.8660847098151971,0.6358340635773043
0.18525744329606558,0.751082373691332,0.6158728273165838,0.42876492079720774,0.7416735909403438,0.8586961675837492,0.6369644610441744
0.43087312405132916,0.6158269710073597,0.626079257668968,0.7366844492459006,0.7399370187016056,0.8198588377405501,0.5984509402858873
0.3755265755690902,0.6264334648187437,0.6386373368405427,0.7375058317857626,0.7726530500859579,0.9159083475763646,0.55416366534498
0.5051940580614296,0.6955939187035581,0.688689959996955,0.8512798139651276,0.7303742434721494,0.7213648564994906,0.5134397881881051
0.3087924366429469,0.7759821572921859,0.6687548640680319,0.5937200893709805,0.7409009326346093,0.8485316161025225,0.5898077042897051
0.619509519396914,0.7009829290210979,0.5300724735403652,0.864431344880807,0.7155756775404777,0.7495398450966633,0.4644956822078302
0.37271259443090105,0.6932497461854056,0.5157598414146342,0.6258489350788561,0.5953267084271191,0.7613448216830215,0.5071009861963176
0.19676851628373496,0.540497071407799,0.412789440141477,0.4436066187621446,0.7031237742080166,0.8648452549334922,0.6318396957243495
0.5406451459537536,0.5605988649168029,0.5330002468934305,0.7726827905933807,0.7601086302248082,0.8482847569035613,0.6095087274463488
0.46050325056335206,0.37301288464201987,0.49090831986438155,0.6959034094317103,0.7136488355632306,0.8663824330648477,0.5708023925847829
0.6551839359032241,0.48651150250902525,0.5441958311428681,0.5798540251058913,0.5270695454357298,0.7234147416923378,0.4468056370636867
0.7542078769634442,0.5724660967534186,0.7001193705379282,0.7900433119769692,0.6826677705809854,0.7919928339426822,0.5472146650967162
0.2893970158672967,0.6092867929037037,0.6304531949923737,0.39929144550606366,0.5178980340994905,0.7074341567191755,0.38946745895401585
0.3942071533342777,0.5308751471870669,0.6713321106091139,0.4580010728535924,0.5875977507785594,0.6982758827463994,0.47744132589144583
0.37131333575256953,0.5937609433318446,0.7499479952522449,0.5249357164972337,0.6623280148737329,0.6961842532561922,0.4761810020048637
0.3805373945898709,0.6878547117071726,0.6726389952882819,0.604839613927358,0.599796964406024,0.5416550882742162,0.5317968262126958
0.4203822103722847,0.6538513629957713,0.6576175233080948,0.7578576675565944,0.6293630174354331,0.7512441122446791,0.5455521945481552
0.6303215419204727,0.76885100939081,0.7403101304637034,0.616354757923264,0.4645221723941103,0.6022157731417441,0.4126571336363092
0.16033483644126376,0.4215171283032494,0.5697084932171095,0.669404840363236,0.4883847909683416,0.6154605108135287,0.45569331816905206
0.6441600735097315,0.48383673835609503,0.5626785587336871,0.6176278867971724,0.6026667055990358,0.6651072338012797,0.5630876636122901
0.48524079255524444,0.31529489680058087,0.46021628295447425,0.8072257107502188,0.7530930912178863,0.8274898701566635,0.5876907107714706
0.472385932650774,0.659984689105322,0.7926356781018602,0.8233463881138088,0.7956250824903498,0.8741535089418485,0.691926894554988
0.41442717201725887,0.34310135330469843,0.6615037842107175,0.8771397482379435,0.8104647891047204,0.9058825706900806,0.5924947385334645
0.6168897320506701,0.29243517618720855,0.6411052605431388,0.7680800296627979,0.8602408509439216,0.8928236431570058,0.5818190416744555
0.6103005947486747,0.8306883186067187,0.7994555861437158,0.8263499347603951,0.8298951587907575,0.8867169414788142,0.6826350058318608
0.4368394518774585,0.7199408178410744,0.8102588443851293,0.7881835065824061,0.8025419986802115,0.8570327313046189,0.7070290515864566
0.44178086831212915,0.717329161804197,0.6706441083993023,0.7650705161222661,0.8907367488655944,0.8857738664008062,0.6546000632669114
0.5694908710684539,0.4402845374471435,0.6675253762794269,0.8352357094611644,0.8294356718560926,0.8410766318854,0.6716595238036102
0.5953833733966912,0.6514590309755123,0.7820402185413671,0.7440286228131111,0.9078072772048887,0.9128653582592416,0.7927324877873168
0.7637296655378691,0.6891552656387099,0.8142443590151186,0.8784279713351619,0.8526413495175372,0.7680039798668957,0.743729903891926
0.6921154652910884,0.6043959645387721,0.7339471752911041,0.9152964947288136,0.8770965922380243,0.766134497340213,0.7291577773870126
0.5417570818948279,0.760987374015792,0.7674246366254757,0.7144522479350894,0.8226814092335706,0.7967471513252551,0.6591070388171958
0.5685729918350177,0.6546151176972012,0.6793227780968875,0.8265049039348509,0.8138323427858436,0.8141771404812905,0.6743135035797934
0.5989872504142801,0.762408410618252,0.8610781368561099,0.8857658649730766,0.8896560633910251,0.820533224908786,0.6641770156676017
0.5885483072979582,0.8042594182341554,0.8447657413087913,0.8847381658892223,0.871834716343082,0.7846415962689216,0.6745305817054114
0.6377681997046203,0.7062280526105612,0.7119269658946568,0.8755609910672957,0.8347136740010886,0.8052092398149833,0.5322626352105291
0.45002705055161374,0.7517802010797382,0.7381707025525993,0.8344077203736059,0.849545632198139,0.8397304438938277,0.7388206459392972
0.5019413329228252,0.503365788068773,0.6249538592057561,0.8748953745751867,0.8998190075022747,0.8053865351508311,0.691785042138436
0.4718124515377824,0.3624084562778825,0.5635585463637922,0.8706691951003868,0.8191530387165947,0.7920123816942465,0.5897505001166452
0.6429099737760903,0.44399143204530567,0.6835013674423127,0.8748827194820644,0.8847269942323464,0.8690322189082437,0.6725793309487448
0.5038700579447677,0.8041756316876546,0.8076072405592675,0.6927177129387521,0.8552044817586496,0.8317441214929996,0.6581532558412727
0.45189122874709337,0.6970353814807073,0.8210857742470842,0.9172029068794385,0.9283468317649486,0.84451537029069,0.7056646305259172
0.6937684300974113,0.7507319120164402,0.8028713959786489,0.8649176675519369,0.9183975502506325,0.8268753224638512,0.6893863641082059
0.3354050892487709,0.5528977991990821,0.7071863218579898,0.8404144720721741,0.8459304745443471,0.8293673477058113,0.7057902363538823
0.6884024557602043,0.5254808976725664,0.6225023246729594,0.9118525587823146,0.8743807637802306,0.8569435991602778,0.6724826986902036
0.5278796379400964,0.7313868900965017,0.8109875896347727,0.854635143350632,0.8572285833495966,0.832527151589093,0.7398263662011025
0.4336444969399687,0.7865610628958354,0.8099058135282459,0.8627859509737638,0.8636063183954649,0.8745008994031269,0.6445338492989028
0.2918091336270645,0.666397327799717,0.6708477881023858,0.8161091706073789,0.8742979233433182,0.8770990047580869,0.6620149400282873
